URL,Poet Name,Birth Year,Death Year,Extra Info
/wiki/George_Benson_Johnston,George Benson Johnston,1913,2004,"George Benson Johnston (1913–2004), Canadian poet, translator, and academic"
/wiki/Anna_J%C3%B3kai,Anna Jókai,1932,2017,"Anna Jókai (1932–2017), Hungarian poet and prose writer"
/wiki/David_Jones_(artist-poet),David Jones,1895,1974,"David Jones (1895–1974), English artist and poet"
/wiki/Richard_Jones_(poet),Richard Jones,unknown,unknown,"Richard Jones, English American poet"
/wiki/Ben_Jonson,Ben Jonson,1573,1637,"Ben Jonson (1573–1637), English poet and dramatist"
/wiki/June_Jordan,June Jordan,1936,2002,"June Jordan (1936–2002), American poet and educator"
/wiki/Anthony_Joseph,Anthony Joseph,unknown,living,"Anthony Joseph (living), British-Trinidadian poet, novelist, and musician"
/wiki/Jenny_Joseph,Jenny Joseph,1932,unknown,"Jenny Joseph (born 1932), English poet"
/wiki/Jovan_Jovanovi%C4%87_Zmaj,Jovan Jovanović Zmaj,1833,1904,"Jovan Jovanović Zmaj (1833–1904), Serbian poet, physician"
/wiki/James_Joyce,James Joyce,1882,1941,"James Joyce (1882–1941), Irish novelist and poet"
/wiki/Attila_J%C3%B3zsef,Attila József,1905,1937,"Attila József (1905–1937), Hungarian poet"
/wiki/Frank_Judge,Frank Judge,1946,unknown,"Frank Judge (born 1946), American editor, poet, and film critic"
/wiki/Ferenc_Juh%C3%A1sz_(poet),Ferenc Juhász,1928,2015,"Ferenc Juhász (1928–2015), Hungarian poet"
/wiki/Gyula_Juh%C3%A1sz_(poet),Gyula Juhász,1883,1937,"Gyula Juhász (1883–1937), Hungarian poet"
/wiki/Jamal_Jum%C3%A1,Jamal Jumá,unknown,unknown,"Jamal Jumá, Iraqi poet and researcher"
/wiki/Donald_Justice,Donald Justice,1925,2004,"Donald Justice (1925–2004), American poet; Pulitzer Prize for Poetry, 1980"
/wiki/Juvenal,Juvenal,001,unknown,"Juvenal (fl. 1st c. – 2nd c. CE), Roman poet and satirist"
/wiki/Jumoke_Verissimo,Jumoke Verissimo,1979,,"Jumoke Verissimo (1979), Nigerian poet"
/wiki/Jaydeep_Sarangi,Jaydeep Sarangi,unknown,unknown,"Jaydeep Sarangi 1973, Indian Poet in English"
/wiki/Abhay_K,Abhay K,1980,unknown,"Abhay K (born 1980), Indian poet and diplomat"
/wiki/Kabir,Kabir,1440,1518,"Kabir (1440–1518), mystic poet and sant of India"
/wiki/Margit_Kaffka,Margit Kaffka,1880,1918,"Margit Kaffka (1880–1918), Hungarian poet and novelist"
/wiki/K%C4%81lid%C4%81sa,Kālidāsa,301,unknown,"Kālidāsa (fl. c. 4th c.), Sanskrit poet"
/wiki/Kambar_(poet),Kambar,1180,1250,"Kambar (c. 1180–1250), Tamil poet"
/wiki/Anna_Kamie%C5%84ska,Anna Kamieńska,1920,1986,"Anna Kamieńska (1920–1986), Polish poet, translator and critic"
/wiki/Kannadasan,Kannadasan,1927,1981,"Kannadasan (1927–1981), Tamil poet, author, and lyricist"
/wiki/Jim_Kacian,Jim Kacian,1953,unknown,"Jim Kacian (born 1953), American haiku poet and editor"
/wiki/Uuno_Kailas,Uuno Kailas,1901,1933,"Uuno Kailas (1901–1933), Finnish poet, author, and translator"
/wiki/Chester_Kallman,Chester Kallman,1921,1975,"Chester Kallman (1921–1975), American poet, librettist, and translator"
/wiki/L%C3%A1szl%C3%B3_K%C3%A1lnoky,László Kálnoky,1912,1985,"László Kálnoky (1912–1985), Hungarian poet and translator"
/wiki/K%C3%A1lm%C3%A1n_Kalocsay,Kálmán Kalocsay,1891,1976,"Kálmán Kalocsay (1891–1976), Hungarian poet in Hungarian and Esperanto"
/wiki/Anna_Kamie%C5%84ska,Anna Kamieńska,1920,1986,"Anna Kamieńska (1920–1986), Polish poet, writer, and critic"
/wiki/Ilya_Kaminsky,Ilya Kaminsky,1977,unknown,"Ilya Kaminsky (born 1977), Russian-American poet, critic, and translator"
/wiki/Orhan_Veli_Kanik,Orhan Veli Kanik,1914,1950,"Orhan Veli Kanik (1914–1950), Turkish poet"
/wiki/S%C3%A1ndor_K%C3%A1ny%C3%A1di,Sándor Kányádi,1929,2018,"Sándor Kányádi (1929–2018), Hungarian poet and translator from Romania"
/wiki/Jaan_Kaplinski,Jaan Kaplinski,1941,unknown,"Jaan Kaplinski (born 1941), Estonian poet, philosopher, and critic"
/wiki/Adeena_Karasick,Adeena Karasick,1965,unknown,"Adeena Karasick (born 1965), New York-based Canadian poet, media artist, and essayist"
/wiki/Vim_Karenine,Vim Karenine,1933,unknown,"Vim Karenine (born 1933), American poet, essayist, and novelist"
/wiki/Gy%C3%B6rgy_K%C3%A1roly,György Károly,1953,2018,"György Károly (1953–2018), Hungarian poet and critic"
/wiki/Franciszek_Karpi%C5%84ski,Franciszek Karpiński,1741,1825,"Franciszek Karpiński (1741–1825), Polish poet"
/wiki/Mary_Karr,Mary Karr,1955,unknown,"Mary Karr (born 1955), American poet, essayist, and memoirist"
/wiki/Julia_Kasdorf,Julia Kasdorf,1962,unknown,"Julia Kasdorf (born 1962), American poet"
/wiki/Laura_Kasischke,Laura Kasischke,1961,unknown,"Laura Kasischke (born 1961), American poet and fiction writer"
/wiki/Jan_Kasprowicz,Jan Kasprowicz,1860,1926,"Jan Kasprowicz (1860–1926), Polish poet, playwright and critic"
/wiki/Lajos_Kass%C3%A1k,Lajos Kassák,1887,1967,"Lajos Kassák (1887–1967), Hungarian poet, novelist and painter"
/wiki/Erich_K%C3%A4stner,Erich Kästner,1899,1974,"Erich Kästner (1899–1974), German author, poet, and satirist"
/wiki/J%C3%B3zsef_Katona,József Katona,1791,1830,"József Katona (1791–1830), Hungarian playwright and poet"
/wiki/Bob_Kaufman,Bob Kaufman,1925,1986,"Bob Kaufman (1925–1986), American Beat poet and surrealist"
/wiki/Shirley_Kaufman,Shirley Kaufman,1923,unknown,"Shirley Kaufman (born 1923), American poet and translator"
/wiki/Rupi_Kaur,Rupi Kaur,1992,unknown,"Rupi Kaur (born 1992), Indo-Canadian poet and photographer"
/wiki/Patrick_Kavanagh,Patrick Kavanagh,1904,1967,"Patrick Kavanagh (1904–1967), Irish poet and novelist"
/wiki/Nikos_Kavvadias,Nikos Kavvadias,1910,1975,"Nikos Kavvadias (1910–1975), Greek poet"
/wiki/Kazi_Nazrul_Islam,Kazi Nazrul Islam,1899,1976,"Kazi Nazrul Islam (1899–1976), Bengali poet, musician, and revolutionary"
/wiki/John_Keats,John Keats,1795,1821,"John Keats (1795–1821), English Romantic poet"
/wiki/Weldon_Kees,Weldon Kees,1914,1955,"Weldon Kees (1914–1955), American poet, novelist, and critic"
/wiki/Isabella_Kelly,Isabella Kelly,1759,1857,"Isabella Kelly (1759–1857), Scottish poet and novelist"
/wiki/Arthur_Kelton,Arthur Kelton,unknown,1549,"Arthur Kelton (died 1549/1550), rhymster about Welsh history"
/wiki/Miranda_Kennedy,Miranda Kennedy,1975,unknown,"Miranda Kennedy (born 1975), American poet"
/wiki/Walter_Kennedy_(poet),Walter Kennedy,1455,1518,"Walter Kennedy (c. 1455–1518), Scottish makar"
/wiki/X._J._Kennedy,X. J. Kennedy,1929,unknown,"X. J. Kennedy (born 1929), American poet, anthologist, and children's writer"
/wiki/Jane_Kenyon,Jane Kenyon,1947,1995,"Jane Kenyon (1947–1995), American poet and translator"
/wiki/G%C3%A9za_K%C3%A9pes,Géza Képes,1909,1989,"Géza Képes (1909–1989), Hungarian poet and translator"
/wiki/Jack_Kerouac,Jack Kerouac,1922,1969,"Jack Kerouac (1922–1969), American novelist and poet"
/wiki/Sidney_Keyes,Sidney Keyes,1922,1943,"Sidney Keyes (1922–1943), English poet killed in action in World War II"
/wiki/Keorapetse_Kgositsile,Keorapetse Kgositsile,1938,2018,"Keorapetse Kgositsile (1938–2018), South African poet and political activist"
/wiki/Mimi_Khalvati,Mimi Khalvati,1944,unknown,"Mimi Khalvati (born 1944), Iranian-born British poet"
/wiki/Dilwar_Khan,Dilwar Khan,1937,2013,"Dilwar Khan (1937–2013), Bangladeshi poet"
/wiki/Khushal_Khan_Khattak,Khushal Khan Khattak,1613,1689,"Khushal Khan Khattak (1613–1689), Pashtun Afghan poet, warrior, and tribal chief"
/wiki/Omar_Khayy%C3%A1m,Omar Khayyám,1048,1122,"Omar Khayyám (1048–1122), Persian mathematician, astronomer, and poet"
/wiki/Vladislav_Khodasevich,Vladislav Khodasevich,1886,1939,"Vladislav Khodasevich (1886–1939), Russian poet and literary critic"
/wiki/Syed_Mahmood_Khundmiri,Talib Khundmiri,1938,2011,"Talib Khundmiri (1938–2011), Indian poet and humorist writing in Urdu"
/wiki/Amir_Khusrow,Ab'ul Hasan Yamīn ud-Dīn Khusrow,1253,1325,"Ab'ul Hasan Yamīn ud-Dīn Khusrow (1253–1325), Sufi poet, scholar, and musician"
/wiki/Saba_Kidane,Saba Kidane,1978,unknown,"Saba Kidane (born 1978), Eritrean poet"
/wiki/S%C3%B8ren_Kierkegaard,Søren Kierkegaard,1813,1855,"Søren Kierkegaard (1813–1855), Danish philosopher and poet"
/wiki/Emelihter_Kihleng,Emelihter Kihleng,unknown,unknown,Emelihter Kihleng Pohnpeian poet and academic
/wiki/Andrzej_Tadeusz_Kijowski,Andrzej Tadeusz Kijowski,1954,unknown,"Andrzej Tadeusz Kijowski (born 1954), Polish poet and politician"
/wiki/Takarai_Kikaku,Takarai Kikaku,1661,1707,"Takarai Kikaku (1661–1707), Japanese haikai poet and a disciple of Matsuo Bashō"
/wiki/Joyce_Kilmer,Joyce Kilmer,1886,1918,"Joyce Kilmer (1886–1918), American writer and poet"
/wiki/Edward_King_(British_poet),Edward King,1612,1637,"Edward King (1612–1637), Irish-born subject of Milton's Lycidas"
/wiki/Henry_King_(poet),Henry King,1592,1669,"Henry King (1592–1669), English poet and bishop"
/wiki/William_King_(poet),William King,1663,1712,"William King (1663–1712), English poet"
/wiki/Thomas_Hansen_Kingo,Thomas Hansen Kingo,1634,1703,"Thomas Hansen Kingo (1634–1703), Danish bishop, poet, and hymn-writer"
/wiki/Gottfried_Kinkel,Gottfried Kinkel,1815,1882,"Gottfried Kinkel (1815–1882), German poet and revolutionary"
/wiki/Galway_Kinnell,Galway Kinnell,1927,unknown,"Galway Kinnell (born 1927), American poet; Pulitzer Prize for Poetry 1982"
/wiki/John_Kinsella_(poet),John Kinsella,1963,unknown,"John Kinsella (born 1963), Australian poet, novelist, and essayist"
/wiki/Thomas_Kinsella,Thomas Kinsella,1928,unknown,"Thomas Kinsella (born 1928), Irish poet, translator, and editor"
/wiki/Rudyard_Kipling,Rudyard Kipling,1865,1936,"Rudyard Kipling (1865–1936), English short-story writer, poet, and novelist"
/wiki/Danilo_Ki%C5%A1,Danilo Kiš,1935,1989,"Danilo Kiš (1935–1989), Serbian novelist, short story writer, and poet"
/wiki/Necip_Faz%C4%B1l_K%C4%B1sak%C3%BCrek,Necip Fazıl Kısakürek,1904,1983,"Necip Fazıl Kısakürek (1904–1983), Turkish poet, novelist, and playwright"
/wiki/Atala_Kisfaludy,Atala Kisfaludy,1836,1911,"Atala Kisfaludy (1836–1911), Hungarian poet"
/wiki/Eila_Kivikk%27aho,Eila Kivikk'aho,1921,2004,"Eila Kivikk'aho (1921–2004), Finnish poet"
/wiki/Carolyn_Kizer,Carolyn Kizer,1925,unknown,"Carolyn Kizer (born 1925), American poet; Pulitzer Prize for Poetry 1985"
/wiki/Sarah_Klassen,Sarah Klassen,1932,unknown,"Sarah Klassen (born 1932), Canadian poet and writer of short fiction"
/wiki/August_Kleinzahler,August Kleinzahler,1949,unknown,"August Kleinzahler (born 1949), American poet"
/wiki/Friedrich_Gottlieb_Klopstock,Friedrich Gottlieb Klopstock,1724,1803,"Friedrich Gottlieb Klopstock (1724–1803), German poet"
/wiki/Franciszek_Dionizy_Knia%C5%BAnin,Franciszek Dionizy Kniaźnin,1750,1807,"Franciszek Dionizy Kniaźnin (1750–1807), Polish poet and Jesuit"
/wiki/Etheridge_Knight,Etheridge Knight,1931,1991,"Etheridge Knight (1931–1991), African-American poet"
/wiki/Kobayashi_Issa,Kobayashi Issa,1763,1828,"Kobayashi Issa (1763–1828), Japanese haikai poet"
/wiki/Jan_Kochanowski,Jan Kochanowski,1530,1584,"Jan Kochanowski (1530–1584), Polish Renaissance poet"
/wiki/Kenneth_Koch,Kenneth Koch,1925,2002,"Kenneth Koch (1925–2002), American poet, playwright, and professor"
/wiki/Jan_Kochanowski,Jan Kochanowski,1530,1584,"Jan Kochanowski (1530–1584), Polish poet"
/wiki/Petar_Ko%C4%8Di%C4%87,Petar Kočić,1877,1916,"Petar Kočić (1877–1916), Bosnian Serb writer and politician"
/wiki/Istv%C3%A1n_Koh%C3%A1ry,István Koháry,1649,1731,"István Koháry (1649–1731), Hungarian poet and politician"
/wiki/Ferenc_K%C3%B6lcsey,Ferenc Kölcsey,1790,1838,"Ferenc Kölcsey (1790–1838), Hungarian poet and politician"
/wiki/Alad%C3%A1r_Komj%C3%A1t,Aladár Komját,1891,1937,"Aladár Komját (1891–1937), Hungarian poet and politician"
/wiki/Yusef_Komunyakaa,Yusef Komunyakaa,1948,unknown,"Yusef Komunyakaa (born 1948), American poet and teacher; Pulitzer Prize for Poetry 1994"
/wiki/B%C3%A9la_Kondor,Béla Kondor,1931,1972,"Béla Kondor (1931–1972), Hungarian poet, prose writer and painter"
/wiki/Faik_Konitza,Faik Konitza,1875,1942,"Faik Konitza (1875–1942), Albanian poet"
/wiki/Halina_Konopacka,Halina Konopacka,1900,1989,"Halina Konopacka (1900–1989), Polish poet and athlete"
/wiki/Maria_Konopnicka,Maria Konopnicka,1842,1910,"Maria Konopnicka (1842–1910), Polish poet, novelist and children's writer"
/wiki/Ted_Kooser,Ted Kooser,1939,unknown,"Ted Kooser (born 1939), American poet; U.S. Poet Laureate 2004–2006"
/wiki/Stanis%C5%82aw_Korab-Brzozowski,Stanisław Korab-Brzozowski,1876,1901,"Stanisław Korab-Brzozowski (1876–1901), Polish poet and translator"
/wiki/Julian_Kornhauser,Julian Kornhauser,1946,unknown,"Julian Kornhauser (born 1946), Polish poet, novelist and critic"
/wiki/Apollo_Korzeniowski,Apollo Korzeniowski,1820,1869,"Apollo Korzeniowski (1820–1869), Polish poet, playwright and translator (father of Joseph Conrad)"
/wiki/Sre%C4%8Dko_Kosovel,Srečko Kosovel,1904,1926,"Srečko Kosovel (1904–1926), Slovene expressionist poet"
/wiki/J%C3%B3zsef_Kossics,József Kossics,1788,1867,"József Kossics (Jožef Košič, 1788–1867), Hungarian/Slovene poet and priest"
/wiki/Laza_Kosti%C4%87,Laza Kostić,1841,1910,"Laza Kostić (1841–1910), Serbian poet, writer, and polyglot"
/wiki/Dezs%C5%91_Kosztol%C3%A1nyi,Dezső Kosztolányi,1885,1936,"Dezső Kosztolányi (1885–1936), Hungarian poet and prose writer"
/wiki/Urszula_Kozio%C5%82,Urszula Kozioł,1931,unknown,"Urszula Kozioł (born 1931), Polish poet"
/wiki/Taja_Kramberger,Taja Kramberger,1970,unknown,"Taja Kramberger (born 1970), Slovene poet, translator, and anthropologist"
/wiki/Ignacy_Krasicki,Ignacy Krasicki,1735,1801,"Ignacy Krasicki (1735–1801), Polish poet and novelist"
/wiki/Zygmunt_Krasi%C5%84ski,Zygmunt Krasiński,1812,1859,"Zygmunt Krasiński (1812–1859), Polish poet"
/wiki/Zlatko_Krasni,Zlatko Krasni,1951,2008,"Zlatko Krasni (1951–2008), Serbian poet"
/wiki/Ruth_Krauss,Ruth Krauss,1901,1993,"Ruth Krauss (1901–1993), American poet and children's book author"
/wiki/Krayem_Awad,Krayem Awad,1948,unknown,"Krayem Awad (born 1948), Syrian-Austrian painter, sculptor, and poet"
/wiki/Carolyn_Kreiter-Foronda,Carolyn Kreiter-Foronda,1940,unknown,"Carolyn Kreiter-Foronda (born 1940), American writer; Poet Laureate of Virginia"
/wiki/Katarzyna_Krenz,Katarzyna Krenz,1953,unknown,"Katarzyna Krenz (born 1953), poet, novelist and painter"
/wiki/Miroslav_Krle%C5%BEa,Miroslav Krleža,1893,1981,"Miroslav Krleža (1893–1981), Croatian/Yugoslav poet and novelist"
/wiki/Antjie_Krog,Antjie Krog,1952,unknown,"Antjie Krog (born 1952), South African poet, academic and writer"
/wiki/J%C3%B3zef_Krupi%C5%84ski,Józef Krupiński,1930,1998,"Józef Krupiński (1930–1998), Polish poet"
/wiki/Ryszard_Krynicki,Ryszard Krynicki,1943,unknown,"Ryszard Krynicki (born 1943), Polish poet and translator"
/wiki/Marilyn_Krysl,Marilyn Krysl,1942,unknown,"Marilyn Krysl (born 1942), American poet and short story writer"
/wiki/Andrzej_Krzycki,Andrzej Krzycki,1482,1537,"Andrzej Krzycki (1482–1537), Polish poet and archbishop"
/wiki/%C5%BDofia_Kubini,Žofia Kubini,1601,unknown,"Žofia Kubini (17th c.), Hungarian poet writing in early Czech"
/wiki/Pawe%C5%82_Kubisz,Paweł Kubisz,1907,1968,"Paweł Kubisz (1907–1968), Polish poet and journalist"
/wiki/P%C3%A9ter_Kuczka,Péter Kuczka,1923,1999,"Péter Kuczka (1923–1999), Hungarian poet and critic"
/wiki/Anatoly_Kudryavitsky,Anatoly Kudryavitsky,1954,unknown,"Anatoly Kudryavitsky (born 1954), Russian/Irish novelist, poet, and translator"
/wiki/Endre_Kukorelly,Endre Kukorelly,1951,unknown,"Endre Kukorelly (born 1951), Hungarian poet and journalist"
/wiki/Maxine_Kumin,Maxine Kumin,1925,unknown,"Maxine Kumin (born 1925), American poet; US Poet Laureate 1981–82"
/wiki/Stanley_Kunitz,Stanley Kunitz,1905,2006,"Stanley Kunitz (1905–2006), American poet; US Poet Laureate 1974 and 2000"
/wiki/Yanka_Kupala,Yanka Kupala,1882,1942,"Yanka Kupala (1882–1942), Belarus poet"
/wiki/Tuli_Kupferberg,Tuli Kupferberg,1923,2010,"Tuli Kupferberg (1923–2010), American counterculture poet and author"
/wiki/Jalu_Kurek,Jalu Kurek,1904,1983,"Jalu Kurek (1904–1983), Polish poet and prose writer"
/wiki/Momoko_Kuroda,Momoko Kuroda,1938,unknown,"Momoko Kuroda (黒田杏子, born 1938), Japanese haiku poet"
/wiki/Mira_Ku%C5%9B,Mira Kuś,1958,unknown,"Mira Kuś (born 1958), Polish poet"
/wiki/Onat_Kutlar,Onat Kutlar,1936,1995,"Onat Kutlar (1936–1995), Turkish writer and poet"
/wiki/Stephen_Kuusisto,Stephen Kuusisto,1955,unknown,"Stephen Kuusisto (born 1955), American poet"
/wiki/Kusumagraj,Kusumagraj,1912,1999,"Kusumagraj (1912–1999), Indian Marathi poet, writer, and humanist"
/wiki/Sir_Francis_Kynaston,Sir Francis Kynaston,1587,1642,"Sir Francis Kynaston or Kinaston (1587–1642), English poet, lawyer, and politician"
/wiki/Kyoshi_Takahama,Kyoshi Takahama,1874,1959,"Kyoshi Takahama, known as Kyoshi (1874–1959), Japanese poet"
/wiki/Jean_de_La_Fontaine,Jean de La Fontaine,1621,1695,"Jean de La Fontaine (1621–1695), French fabulist"
/wiki/Ilmar_Laaban,Ilmar Laaban,1921,2000,"Ilmar Laaban (1921–2000), Estonian poet"
/wiki/Pierre_Labrie,Pierre Labrie,1972,unknown,"Pierre Labrie (born 1972), Canadian poet writing in French"
/wiki/L%C3%A1szl%C3%B3_Lad%C3%A1nyi,László Ladányi,1907,1992,"László Ladányi (1907–1992), Hungarian-Israeli poet and writer"
/wiki/Jules_Laforgue,Jules Laforgue,1860,1887,"Jules Laforgue (1860–1887), Franco-Uruguayan poet"
/wiki/Jarkko_Laine,Jarkko Laine,1947,2006,"Jarkko Laine (1947–2006), Finnish poet, writer, and playwright"
/wiki/Ivan_V._Lali%C4%87,Ivan V. Lalić,1931,1996,"Ivan V. Lalić (1931–1996), Serbian poet"
/wiki/Philip_Lamantia,Philip Lamantia,1927,2005,"Philip Lamantia (1927–2005), American poet and lecturer"
/wiki/Kendrick_Lamar,Kendrick Lamar,1987,unknown,"Kendrick Lamar (born 1987), American poet and hip-hop artist"
/wiki/Alphonse_de_Lamartine,Alphonse de Lamartine,1790,1869,"Alphonse de Lamartine (1790–1869), French writer, poet, and politician"
/wiki/Charles_Lamb,Charles Lamb,1775,1834,"Charles Lamb (1775–1834), English essayist and poet"
/wiki/Letitia_Elizabeth_Landon,Letitia Elizabeth Landon,1802,1838,"Letitia Elizabeth Landon (L. E. L.) (1802–1838), English poet and novelist."
/wiki/Walter_Savage_Landor,Walter Savage Landor,1775,1864,"Walter Savage Landor (1775–1864), English writer and poet"
/wiki/Antoni_Lange,Antoni Lange,1863,1929,"Antoni Lange (1863–1929), Polish poet, philosopher and translator"
/wiki/William_Langland,William Langland,1332,1386,William Langland (c. 1332 – c. 1386) probable English author of dream-vision Piers Plowman
/wiki/Emilia_Lanier,Emilia Lanier,1569,1645,"Emilia Lanier (1569–1645), English poet"
/wiki/Sebesty%C3%A9n_Tin%C3%B3di_Lantos,Sebestyén Tinódi Lantos,1510,1556,"Sebestyén Tinódi Lantos (c. 1510–1556), Hungarian poet and historian"
/wiki/Laozi,Laozi,600 BC,unknown,"Laozi (Lau-tzu) (fl. 6th c. BC), Chinese philosopher and poet of history of ancient China"
/wiki/Alda_Lara,Alda Lara,1930,1962,"Alda Lara (1930–1962), Angolan poet"
/wiki/Rebecca_Hammond_Lard,Rebecca Hammond Lard,1772,1855,"Rebecca Hammond Lard (1772–1855), American poet"
/wiki/Bruce_Larkin,Bruce Larkin,1957,unknown,"Bruce Larkin (born 1957), American children's author and poet"
/wiki/Philip_Larkin,Philip Larkin,1922,1985,"Philip Larkin (1922–1985), English poet and novelist"
/wiki/Claudia_Lars,Claudia Lars,1899,1974,"Claudia Lars (1899–1974), Salvadoran poet"
/wiki/Else_Lasker-Sch%C3%BCler,Else Lasker-Schüler,1869,1945,"Else Lasker-Schüler (1869–1945), German poet and playwright"
/wiki/Lasus_of_Hermione,Lasus of Hermione,600 BC,unknown,"Lasus of Hermione (6th c. BC), Greek lyric poet from Hermione in Argolid"
/wiki/Evelyn_Lau,Evelyn Lau,1971,unknown,"Evelyn Lau (born 1971), Canadian poet and novelist"
/wiki/James_Laughlin,James Laughlin,1914,1997,"James Laughlin (1914–1997), American poet and publisher"
/wiki/Ann_Lauterbach,Ann Lauterbach,1942,unknown,"Ann Lauterbach (born 1942), American poet, essayist and professor"
/wiki/Comte_de_Lautr%C3%A9amont,Comte de Lautréamont,1846,1870,"Comte de Lautréamont (1846–1870), Uruguayan-born French poet"
/wiki/Dorianne_Laux,Dorianne Laux,1952,unknown,"Dorianne Laux (born 1952), American poet"
/wiki/Christine_Lavant,Christine Lavant,1915,1973,"Christine Lavant (1915–1973), Austrian poet and novelist"
/wiki/D._H._Lawrence,D. H. Lawrence,1885,1930,"D. H. Lawrence (1885–1930), English novelist, poet, and critic"
/wiki/Henry_Lawson,Henry Lawson,1867,1922,"Henry Lawson (1867–1922), Australian writer and poet; son of Louisa Lawson"
/wiki/Louisa_Lawson,Louisa Lawson,1848,1920,"Louisa Lawson (1848–1920), Australian poet and feminist; mother of Henry Lawson"
/wiki/Robert_Lax,Robert Lax,1915,2000,"Robert Lax (1915–2000), American poet"
/wiki/Laxmi_Prasad_Devkota,Laxmi Prasad Devkota,1909,1959,"Laxmi Prasad Devkota (1909–1959), Nepalese poet and scholar"
/wiki/Henryka_%C5%81azowert%C3%B3wna,Henryka Łazowertówna,1909,1942,"Henryka Łazowertówna (1909–1942), Polish poet"
/wiki/Edward_Lear,Edward Lear,1812,1888,"Edward Lear (1812–1888), English poet, artist, and illustrator"
/wiki/Stanis%C5%82aw_Jerzy_Lec,Stanisław Jerzy Lec,1909,1966,"Stanisław Jerzy Lec (1909–1966), Polish poet and aphorist"
/wiki/Joanna_Lech,Joanna Lech,1984,unknown,"Joanna Lech (born 1984), Polish poet and novelist"
/wiki/Jan_Lecho%C5%84,Jan Lechoń,1899,1956,"Jan Lechoń (1899–1956), Polish poet, critic, and diplomat"
/wiki/Francis_Ledwidge,Francis Ledwidge,1887,1917,"Francis Ledwidge (1887–1917), Irish war poet"
/wiki/David_Lee_(poet),David Lee,1966,unknown,"David Lee (born 1966), American poet"
/wiki/Dennis_Lee_(author),Dennis Lee,1939,unknown,"Dennis Lee (born 1939), Canadian poet, editor, and critic"
/wiki/David_Lehman,David Lehman,1948,unknown,"David Lehman (born 1948), American poet and editor"
/wiki/%C3%81gnes_Leh%C3%B3czky,Ágnes Lehóczky,1976,unknown,"Ágnes Lehóczky (born 1976), Hungarian poet, academic and translator"
/wiki/Eino_Leino,Eino Leino,1878,1926,"Eino Leino (1878–1926), Finnish poet and journalist"
/wiki/Brad_Leithauser,Brad Leithauser,1953,unknown,"Brad Leithauser (born 1953), American poet, novelist, and essayist"
/wiki/Alexander_Lenard,Alexander Lenard,1910,1972,Alexander Lenard (1910–1972) Hungarian writer and poet in several languages
/wiki/Sue_Lenier,Sue Lenier,1957,unknown,"Sue Lenier (born 1957), English poet and playwright"
/wiki/Lalitha_Lenin,Lalitha Lenin,1946,unknown,"Lalitha Lenin (born 1946), Indian poet"
/wiki/Krystyna_Lenkowska,Krystyna Lenkowska,1957,unknown,"Krystyna Lenkowska (born 1957), Polish poet and translator"
/wiki/Charlotte_Lennox,Charlotte Lennox,1730,1804,"Charlotte Lennox (c. 1730 – 1804), Scottish poet and novelist"
/wiki/John_Leonard_(Australian_poet),John Leonard,1965,unknown,"John Leonard (born 1965), Australian poet"
/wiki/Giacomo_Leopardi,Giacomo Leopardi,1798,1837,"Giacomo Leopardi (1798–1837), Italian poet, essayist, and philologist"
/wiki/Mikhail_Lermontov,Mikhail Lermontov,1814,1841,"Mikhail Lermontov (1814–1841), Russian writer, poet, and painter"
/wiki/Ben_Lerner,Ben Lerner,1979,unknown,"Ben Lerner (born 1979), American poet, novelist, and critic"
/wiki/Boles%C5%82aw_Le%C5%9Bmian,Bolesław Leśmian,1877,1937,"Bolesław Leśmian (1877–1937), Polish poet and artist"
/wiki/Rika_Lesser,Rika Lesser,1953,unknown,"Rika Lesser (born 1953), American poet and translator"
/wiki/Gotthold_Ephraim_Lessing,Gotthold Ephraim Lessing,1729,1781,"Gotthold Ephraim Lessing (1729–1781), German writer, philosopher, and dramatist"
/wiki/Denise_Levertov,Denise Levertov,1927,1997,"Denise Levertov (1927–1997), British-born American poet"
/wiki/Dana_Levin_(poet),Dana Levin,1965,unknown,"Dana Levin (born 1965), American poet and teacher"
/wiki/Philip_Levine_(poet),Philip Levine,1928,unknown,"Philip Levine (born 1928), American poet; 2011–12 US Poet Laureate, 1995 Pulitzer Prize for Poetry"
/wiki/Larry_Levis,Larry Levis,1946,1996,"Larry Levis (1946–1996), American poet"
/wiki/D._A._Levy,D. A. Levy,1942,1968,"D. A. Levy (1942–1968), American poet, artist, and alternative publisher"
/wiki/William_Levy_(author),William Levy,1939,unknown,"William Levy (born 1939), American poet, short story writer, and editor"
/wiki/Oswald_LeWinter,Oswald LeWinter,1931,2013,"Oswald LeWinter (1931–2013), poet"
/wiki/Alun_Lewis_(poet),Alun Lewis,1915,1944,"Alun Lewis (1915–1944), Welsh poet in English, of World War II"
/wiki/C_S_Lewis,C S Lewis,1898,1963,"C S Lewis (1898–1963), Northern Irish novelist, poet, and essayist"
/wiki/Gwyneth_Lewis,Gwyneth Lewis,1959,unknown,"Gwyneth Lewis (born 1959), Welsh poet; inaugural National Poet of Wales"
/wiki/J._Patrick_Lewis,J. Patrick Lewis,1942,unknown,"J. Patrick Lewis (born 1942), American poet; Children's Poet Laureate (2011–13)"
/wiki/Saunders_Lewis,Saunders Lewis,1893,1985,"Saunders Lewis (1893–1985), Welsh poet, dramatist, and critic"
